"Data Year","Data Year (cat)","Class Grade","Class Grade (cat)",State,Gender,Age,"Age (cat)",Handedness,Height,"Right foot length","Arm span","Languages spoken","Travel method to school","Travel time to school","Reaction time","Memory time","Favourite physical activity","Reducing pollution",Recycling,"Conserving water","Conserving energy","Owning a computer","Access to the internet","Left foot length","Longer foot","Index finger length","Ring finger length","Long finger left hand","Birth month","Favorite season",Allergies,Vegetarian,"Favorite food",Beverage,"Favorite school subject","Sleep hours (school night)","Sleep hours (non-school night)","Home occupants","Home internet access","Communication with friends","Text messages sent yesterday","Text messages received yesterday","Hanging out with friends","Talking on the phone","Doing homework","Doing things with family","Playing sports/outdoor games or activities","Playing computer/video games","Using social networking web sites","Sending/receiving text, SMS, or computer instant messages","Using the computer/internet","Watching TV","Paid work","Housework/Jobs at home","Schoolwork pressure","Planned education level","Favorite music",Superpower,"Preferred status","Role model type","Charity donation"
2019,y2019,11,G11,CA,Female,16,[16],Right-Handed,157,23,149,2,Bus,10,0,35,Running/Jogging,850,800,700,700,500,800,23,"Same length",75,85,"Ring finger",10.Oct,4.Fall,No,No,Pizza/Pasta,Water,Science,7,10,4,"Yes - broadband connection","Text messaging",50,50,5,3,26,20,10,18,2,2,18,4,5,3,"4.A lot","5.Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
2018,y2018,9,G09,CA,Male,13,[13],Right-Handed,176,33,172,1,Bicycle,32,0,37,"Martial Arts",200,700,1000,600,400,400,32,"Right foot",106,88,"Index finger",09.Sep,1.Winter,No,No,Meat,Water,Music,6.5,8.5,4,"Yes - broadband connection","In person",20,20,21,5,8,6,8,8,8,3,8,0,0,6,3.Some,"5.Graduate degree",Pop,Telepathy,Happy,Relative,"Education/Youth development"
2016,y2016,11,G11,CA,Female,18,[18],Right-Handed,165,,,2,Car,45,,49,Baseball/Softball,500,450,400,400,100,200,24,"Same length",70,70,"Same length",03.Mar,1.Winter,Yes,No,"No favorite",Water,English,7,7,4,"Yes - broadband connection","Text messaging",20,25,5,5,6,1,4,0,1,2,1,1,0,6,3.Some,"4.Undergraduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"International aid"
2017,y2017,11,G11,CA,Male,17,[17],Right-Handed,,,,3,Bus,20,0,47,"Martial Arts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,y2017,11,G11,CA,Male,16,[16],Right-Handed,177.8,28,,3,Car,30,0,40,"Football (American)",900,700,1000,500,0,0,28,"Same length",90,100,"Same length",01.Jan,1.Winter,No,No,Seafood,Water,Science,8,10,5,"Yes - broadband connection","Cell phone",30,100,,4,10,48,15,0,5,4,4,0,8,0,"4.A lot","5.Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,Environment
2019,y2019,7,G07,CA,Female,12,[12],Right-Handed,160,24,167,2,Walk,2,0,61,Other,818,465,1000,524,182,412,24,"Same length",45,46,"Ring finger",12.Dec,1.Winter,No,Yes,Desserts,Water,"Social studies",,8,3,"Yes - other","In person",30,75,15,,2.5,3.5,18,0,0,4,5,7,0,1,1.None,6.Other,Classical,Telepathy,Healthy,Other,"Wildlife, animals"
2015,y2015,12,G12,CA,Male,17,[17],Right-Handed,,,,2,Car,,,,Soccer,,,,,,,,,,,,01.Jan,3.Summer,No,No,,,,,,,,,80,100,12,3,0,5,24,0,17,24,24,2,0,1,"2.Very little","5.Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Arts, culture, sports"
2014,y2014,5,G05,CA,Female,10,[10],Right-Handed,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,y2014,12,G12,CA,Male,17,[17],Left-Handed,,26,179,,Car,20,0,38,Running/Jogging,800,400,700,500,1000,1000,26,"Same length",,,"Ring finger",07.Jul,3.Summer,No,No,Pizza/Pasta,Milk,"Computers and technology",7,10,4,"Yes - broadband connection","Internet chat or instant messaging",3,6,7,1,8,5,4,24,1,1,24,3,0,1,3.Some,"5.Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Musician or singer",Other
2021,y2021,12,G12,CA,Female,17,[17],Right-Handed,162,23,165,2,Car,20,1,50,Dancing,1000,100,700,700,1000,1000,23,"Same length",,,"Ring finger",03.Mar,3.Summer,No,No,Poultry,Juice,Science,5,10,4,"Yes - broadband connection","In person",5,10,10,2,5,2,2,0,1,5,20,4,0,3,"4.A lot","5.Graduate degree",Pop,"Freeze time",Rich,Relative,"International aid"
2011,y2011,12,G12,CA,Male,17,[17],Right-Handed,187.9,33,195.7,1,Car,6,0,58,Cycling,800,700,400,,500,700,33,"Same length",,,"Ring finger",04.Apr,1.Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
2017,y2017,12,G12,CA,Male,16,[16],Right-Handed,169,24.5,171,3,Car,8,0,46,Basketball,652,701,562,398,940,902,25,"Left foot",84,75,"Index finger",09.Sep,4.Fall,No,No,Meat,Water,"Computers and technology",6,8,3,"Yes - broadband connection","Internet chat or instant messaging",100,100,10,0,30,2,12,0,12,2,40,0,0,2,"4.A lot","5.Graduate degree","Rap/Hip hop",Invisibility,Happy,"Business person",Other
2018,y2018,12,G12,CA,Female,18,[18],Right-Handed,165,29,166,2,Car,10,0,30,Baseball/Softball,872,481,481,882,1000,1000,27,"Left foot",75,70,"Index finger",06.Jun,2.Spring,No,No,Pizza/Pasta,Water,Other,7.5,8.5,7,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,40,10,5,10,15,9,14,,50,,6,0,7,3.Some,"5.Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Wildlife, animals"
2013,y2013,12,G12,CA,Female,17,[17],Right-Handed,168,,,1,Car,15,0,48,"Hockey (Field)",1000,1000,1000,1000,1000,1000,,"Left foot",70,75,"Ring finger",11.Nov,4.Fall,No,Yes,Pizza/Pasta,Coffee,Other,7,9,4,"Yes - broadband connection","In person",10,15,15,1.5,15,5,15,0,15,5,20,10,8,0,"4.A lot","5.Graduate degree",Other,Fly,Happy,Relative,"Wildlife, animals"
2016,y2016,12,G12,CA,Female,17,[17],Left-Handed,,23,185.42,2,Car,45,1,31,Dancing,1000,529,1000,925,96,289,23,"Same length",70,65,"Index finger",09.Sep,4.Fall,Yes,Yes,Fruit,Tea,Other,5,9,6,"Yes - dial-up connection","In person",57,109,35,1,7,1,2,0,14,7,7,3.5,2,1,"4.A lot","5.Graduate degree",Pop,"Freeze time",Happy,Actor,Other
2012,y2012,12,G12,CA,Female,17,[17],Left-Handed,157,22.5,160,1,Car,35,0,,Swimming,529,642,524,765,925,925,21.5,"Right foot",80,80,"Same length",08.Aug,3.Summer,No,No,Desserts,Water,History,8,10,2,"Yes - broadband connection","Text messaging",49,55,8,1,5,3,6,0,3,1,4,12,0,0,"4.A lot","4.Undergraduate degree",Techno/Electronic,"Freeze time",Happy,"Business person","International aid"
2021,y2021,12,G12,CA,Male,16,[16],Right-Handed,184,27,176,2,Car,,1,,"Football (American)",0,5,8,4,8,10,27,"Same length",,,"Same length",02.Feb,3.Summer,No,No,Meat,Water,"Physical education",7,5,4,"Yes - broadband connection","Text messaging",20,50,8,10,3,1,3,0,1,6,24,0,3,3,"2.Very little","5.Graduate degree","Rap/Hip hop",Telepathy,Healthy,Other,Health
2021,y2021,11,G11,CA,Female,16,[16],Right-Handed,160.2,,160,2,Walk,20,0,92,Bowling,1000,1000,100,100,200,700,,"Same length",60,70,"Ring finger",08.Aug,1.Winter,No,No,Pizza/Pasta,Water,English,6,,,,,,,,,,,,,,,,,,,,,,,,,
2015,y2015,12,G12,CA,Female,17,[17],Left-Handed,168.9,,165,1,Car,10,1,43,Soccer,,,,,,,,"Right foot",70,65,"Index finger",04.Apr,4.Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",10,10,20,30,21,13,8,0,,,50,30,0,1,3.Some,"5.Graduate degree",Pop,Fly,Happy,Relative,"Wildlife, animals"
2014,y2014,6,G06,CA,Female,11,[11],Right-Handed,156,25,154,1,Car,3,0,42,Swimming,791,650,950,700,500,600,25,"Same length",75,70,"Index finger",07.Jul,2.Spring,No,No,Poultry,Water,Music,7,8,5,"Yes - other",,0,0,14,1,4,3,1,0,0,8,24,6,0,2,"2.Very little","5.Graduate degree",Other,Fly,Happy,Relative,Health
2018,y2018,12,G12,CA,Male,17,[17],Right-Handed,169,27,171,2,Car,10,0,45,Basketball,710,680,730,850,250,1000,26,,50,53,"Ring finger",12.Dec,1.Winter,No,No,Fruit,Water,"Mathematics and statistics",6,9,8,"Yes - broadband connection","Text messaging",2,1,2,0,1,1,12,0,32,0,50,0,0,2,3.Some,"5.Graduate degree",Classical,"Freeze time",Rich,"Business person","International aid"
2015,y2015,11,G11,CA,Male,15,[15],Right-Handed,210,30,183,3,Car,10,0,30,Swimming,756,900,127,90,100,1000,30,"Same length",83,84,"Ring finger",09.Sep,1.Winter,No,No,Seafood,Water,"Mathematics and statistics",7,5,3,"Yes - other","Cell phone",34,47,2,1,3,5,3,1,0,2,2,0,2,3,3.Some,6.Other,Techno/Electronic,"Freeze time",Healthy,Other,Health
2015,y2015,12,G12,CA,Female,17,[17],Right-Handed,167,23,149,2,Car,15,1,34,"Hockey (Field)",1000,1000,1000,1000,300,400,22,"Right foot",80,70,"Index finger",02.Feb,1.Winter,No,No,Fruit,Water,Art,7,9,4,"Yes - other","In person",40,45,25,2,15,7,8,0,1,2,7,1,12,7,"2.Very little","4.Undergraduate degree","Punk rock",Fly,Happy,"Musician or singer",Environment
2015,y2015,8,G08,CA,Female,13,[13],Right-Handed,154.9,21,160,2,Car,11,1,43,Bowling,781,396,390,706,316,497,22,"Left foot",70,50,"Index finger",07.Jul,3.Summer,No,No,Pizza/Pasta,Water,Other,7,8,6,"Yes - broadband connection","Internet chat or instant messaging",100,105,3,0,1,3,1,0,3,4,2,1,0,8,"4.A lot","5.Graduate degree","Rap/Hip hop",Fly,Rich,Actor,"Wildlife, animals"
2020,y2020,12,G12,CA,Female,16,[16],Right-Handed,158,24,132,2,Car,30,1,37,Dancing,888,890,895,900,950,980,24,"Same length",63,55,"Index finger",09.Sep,1.Winter,Yes,No,Fruit,Coffee,Other,8,6,5,"Yes - other","Text messaging",112,125,10,24,12,32,8,24,32,24,26,12,1,48,3.Some,"5.Graduate degree",Other,Telepathy,Healthy,Relative,Other
2021,y2021,12,G12,CA,Male,16,[16],Right-Handed,166.8,25,165.1,1,Car,30,0,48,Tennis,1000,800,800,800,500,800,25.5,"Left foot",77,83,"Ring finger",02.Feb,3.Summer,Yes,No,Pizza/Pasta,Water,Science,8,10,4,"Yes - broadband connection","Text messaging",6,6,2,0,20,10,8,0,10,1,5,2,8,2,"4.A lot","5.Graduate degree","Rap/Hip hop",Fly,Happy,"Business person","International aid"
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,162.5,23.5,166,2,"Rail (Train/Tram/Subway)",15,0,,Walking/Hiking,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,y2018,12,G12,CA,Female,16,[16],Right-Handed,161,20,160,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,y2015,12,G12,CA,Male,17,[17],Right-Handed,171,26,172,3,Car,30,1,42,Baseball/Softball,650,400,600,300,550,500,26,"Same length",90,90,"Ring finger",11.Nov,1.Winter,No,No,Meat,"Sports drink",Science,6,8,4,"Yes - broadband connection","Text messaging",15,20,5,1,12,1,5,2,5,5,12,3,0,1,3.Some,"5.Graduate degree","Rock and roll","Freeze time",Happy,"Sports person","Education/Youth development"
2015,y2015,7,G07,CA,Male,12,[12],Right-Handed,171,26,178,2,Other,21,1,69,Basketball,700,455,900,800,,,26,"Same length",70,70,"Same length",08.Aug,3.Summer,No,No,Other,Water,History,8,12,6,"Yes - broadband connection","In person",0,0,2,0,1,5,2,2,1,0,2,0,5,1,3.Some,"5.Graduate degree","Rap/Hip hop","Freeze time",Rich,Friend,Other
2020,y2020,12,G12,CA,Female,17,[17],Right-Handed,164,23,163,2,Car,8,0,31,Soccer,700,650,450,350,500,750,23,"Same length",64,64,"Same length",07.Jul,1.Winter,No,No,Pizza/Pasta,Water,Science,7,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,43,7,2,10,1,5,0,25,5,50,20,0,2,"4.A lot","4.Undergraduate degree",Country,Telepathy,Happy,Relative,Health
2018,y2018,12,G12,CA,Female,16,[16],Right-Handed,167,23,167,2,Car,10,0,35,Other,900,750,700,800,500,800,22.8,"Right foot",76,71,"Index finger",04.Apr,1.Winter,No,No,"No favorite",Water,Science,7,9,4,"Yes - other","Text messaging",30,30,5,0,20,10,10,0,0,5,10,3,0,2,3.Some,"5.Graduate degree",Pop,"Freeze time",Happy,Relative,"Education/Youth development"
2015,y2015,6,G06,CA,Male,11,[11],Right-Handed,152,24,149,1,Car,5,0,37,"Football (American)",1000,1000,1000,1000,100,999,24,"Same length",70,80,"Ring finger",06.Jun,3.Summer,Yes,No,Other,Water,"Physical education",9,8,4,,"Text messaging",0,4,24,0,5,15,,1,0,1,1,31,0,3,3.Some,"5.Graduate degree",Gospel,"Super strength",Happy,"Sports person",Health
2018,y2018,11,G11,CA,Male,16,[16],Right-Handed,179,25,175,2,Car,15,1,42,Swimming,442,573,733,701,920,930,25,"Same length",103,105,"Ring finger",01.Jan,3.Summer,No,No,"Rice/Noodle dishes",Water,"Computers and technology",6.5,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,2,2,0,20,5,0,1,10,1,20,0,0,0,"4.A lot","5.Graduate degree",Classical,Telepathy,Rich,Relative,Religious
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,163,25,160,2,Car,20,0,30,Soccer,529,722,882,850,551,481,25,"Same length",71,66,"Index finger",08.Aug,3.Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,7,"Yes - broadband connection","Cell phone",17,20,4,1,7,3,7,0.5,2,2,7,3,6,2,3.Some,"4.Undergraduate degree",Pop,Fly,Happy,Relative,"International aid"
2011,y2011,12,G12,CA,Male,17,[17],Right-Handed,187.9,33,195.7,1,Car,6,0,58,Cycling,800,700,400,,500,700,33,"Same length",,,"Ring finger",04.Apr,1.Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,1.None,,,,,,
2016,y2016,12,G12,CA,Female,18,[18],Right-Handed,159,23,159,2,Walk,5,1,38,Dancing,1000,1000,1000,1000,1000,1000,23,"Right foot",80,70,"Index finger",07.Jul,4.Fall,Yes,No,Pizza/Pasta,Water,Music,8,8,5,"Yes - other","Text messaging",100,100,3,0,16,16,24,0,16,2,2,0,0,0,"2.Very little","3.Some college","Rap/Hip hop",Invisibility,Happy,Relative,Other
2015,y2015,11,G11,CA,Male,17,[17],Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,y2018,12,G12,CA,Male,17,[17],Left-Handed,183,25,177,1,Car,10,0,49,Soccer,695,519,877,465,241,501,24,"Right foot",80,70,"Index finger",03.Mar,4.Fall,No,No,Pizza/Pasta,Water,Art,7,10,5,"Yes - broadband connection","Internet chat or instant messaging",10,10,10,1,10,4,7,2,10,6,6,1,0,2,3.Some,"5.Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Coach or club leader","Arts, culture, sports"
2014,y2014,12,G12,CA,Male,17,[17],Right-Handed,178,27.4,177.8,1,Car,15,0,37,Lacrosse,10,10,10,10,1000,1000,27.4,"Same length",83,86,"Ring finger",09.Sep,1.Winter,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Music,5,11,5,"Yes - broadband connection","In person",300,,25,1,5,2,10,0,10,10,10,5,0,0,"4.A lot","5.Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person",Health
2014,y2014,12,G12,CA,Female,18,[18],Right-Handed,157,,,2,Car,20,1,52,Baseball/Softball,800,500,600,700,900,1000,,"Same length",,,,02.Feb,4.Fall,No,No,Desserts,Juice,History,6,9,5,"Yes - broadband connection","Internet chat or instant messaging",100,100,10,10,10,3,1,0,4,2,10,1,0,1,"4.A lot","2.High school","Rhythm and blues (R&B)","Freeze time",Rich,Other,Health
2020,y2020,12,G12,CA,Female,17,[17],Right-Handed,164,22,165.1,2,Car,10,0,30,Athletics,1000,800,800,800,1000,1000,22,"Same length",70,65,"Index finger",11.Nov,3.Summer,No,No,Soups,Water,Art,7,9,4,"Yes - broadband connection","Text messaging",100,100,10,20,15,5,12,0,10,10,30,5,5,2,"2.Very little","5.Graduate degree",Pop,Fly,Happy,"Business person",Environment
2017,y2017,12,G12,CA,Female,16,[16],Left-Handed,172,24,170,2,Car,30,1,36,None,1000,1000,1000,1000,500,750,24,"Same length",70,75,"Ring finger",06.Jun,2.Spring,No,No,Desserts,Water,Art,7,9,3,"Yes - broadband connection","Text messaging",34,37,3,0,5,10,0,0,5,5,25,10,0,0,"2.Very little","5.Graduate degree",Other,Telepathy,Happy,Relative,Health
2021,y2021,12,G12,CA,Male,17,[17],Right-Handed,174,24,171,2,Car,5,0,36,Athletics,847,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,y2019,12,G12,CA,Female,16,[16],Right-Handed,149,25,147,2,Walk,9,0,41,Dancing,800,800,561,487,100,100,27,"Left foot",60,55,"Ring finger",11.Nov,4.Fall,No,No,"No favorite",Water,"Mathematics and statistics",7,8,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,100,9,14,5,20,8,0,7,2,30,25,17,15,3.Some,6.Other,"Rap/Hip hop",Telepathy,Happy,Relative,"Education/Youth development"
2019,y2019,12,G12,CA,Female,17,[17],Right-Handed,164,24,158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,y2012,12,G12,CA,Male,17,[17],Right-Handed,180,27,181,2,Car,15,0,33,Golf,500,400,800,1000,1000,1000,27,"Same length",85,75,"Index finger",05.May,3.Summer,No,No,"Rice/Noodle dishes",Water,"Social studies",6,8,3,"Yes - broadband connection","Text messaging",40,40,8,1,9,7,12,9,8,2,30,3,0,9,3.Some,"5.Graduate degree",Techno/Electronic,Telepathy,Happy,"Business person",Religious
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,,28,,1,Car,25,1,51,Baseball/Softball,1000,1000,1000,1000,500,500,,,,,,,,,,,,,,9,4,"Yes - other","Text messaging",20,20,0,4,0,10,5,0,10,5,10,4,48,10,3.Some,"3.Some college","Rap/Hip hop",Telepathy,Rich,"Sports person","Wildlife, animals"
2015,y2015,12,G12,CA,Female,17,[17],Right-Handed,168,23,203.2,1,Car,20,0,60,Other,10,10,10,10,900,650,23,"Same length",65,63,"Index finger",02.Feb,1.Winter,No,No,"No favorite",Water,English,9,11,6,"Yes - broadband connection","In person",4,0,15,0,15,30,10,0,0,0,15,20,10,15,"2.Very little","3.Some college",Other,Invisibility,Famous,Relative,Health
2018,y2018,12,G12,CA,Female,17,[17],Right-Handed,178,24.3,175,2,Car,20,0,40,Basketball,754,900,800,900,600,800,25,"Left foot",95,86,"Index finger",05.May,1.Winter,No,No,Seafood,Water,Music,7,9,4,"Yes - broadband connection","Text messaging",100,100,0,0,20,7,0,0,14,5,20,0,0,0,3.Some,"4.Undergraduate degree",Other,"Freeze time",Happy,Relative,"International aid"
2015,y2015,12,G12,CA,Male,17,[17],Right-Handed,175.26,26,176,2,Skateboard/Scooter/Rollerblade,10,1,33,Other,5,4,3,2,10,10,26,"Same length",90,80,"Same length",07.Jul,1.Winter,No,No,"Rice/Noodle dishes",Water,Music,9,8,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",260,320,16,1,3,0,13,8,14,1,14,1,0,0,"2.Very little","5.Graduate degree","Heavy metal",Telepathy,Rich,"Musician or singer","Arts, culture, sports"
2017,y2017,12,G12,CA,Female,16,[16],Right-Handed,161,22,164,1,Car,30,0,47,Baseball/Softball,86,87,355,123,988,1000,22,"Right foot",74,75,"Ring finger",11.Nov,4.Fall,No,No,Pizza/Pasta,Water,History,5,12,4,"Yes - other","Text messaging",500,,20,4,15,20,10,0,50,,,6,18,10,3.Some,"5.Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Wildlife, animals"
2018,y2018,12,G12,CA,Female,17,[17],Ambidextrous,152,23,153,2,Car,10,1,47,Rowing,790,730,860,870,890,1000,22,"Right foot",70,60,"Index finger",09.Sep,1.Winter,No,No,Fruit,Water,History,6,6,2,"Yes - broadband connection","In person",30,35,5,10,7,20,16,0,15,15,15,10,0,4,3.Some,"5.Graduate degree","Rap/Hip hop",Fly,Happy,"Coach or club leader","International aid"
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,193,29.4,180,2,Car,7,1,114,Basketball,508,497,684,503,144,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,y2020,12,G12,CA,Female,17,[17],Ambidextrous,152.3,12.7,157.7,2,Car,5,1,40,Dancing,1000,1000,1000,1000,300,300,12.7,"Same length",127,40,"Index finger",01.Jan,3.Summer,Yes,No,Meat,Water,"Mathematics and statistics",,8,5,"Yes - broadband connection","Cell phone",50,75,5,15,5,7,4,0,6,7,2,2,25,3,3.Some,"1.Less than high school","Rap/Hip hop",Invisibility,Happy,Relative,Health
2016,y2016,11,G11,CA,Female,16,[16],Right-Handed,165,22,159,2,Car,10,0,40,Swimming,898,930,1000,722,636,1000,21,"Same length",75,70,"Index finger",12.Dec,4.Fall,No,No,Soups,Water,Art,6,9,6,"Yes - other","Text messaging",36,27,3,1,5,12,2,4,5,3,8,1,1,3,"4.A lot",6.Other,Jazz,Telepathy,Happy,"Business person",Health
2016,y2016,12,G12,CA,Male,17,[17],Left-Handed,200.66,13,159,1,Car,15,,,"Football (American)",100,100,100,400,1000,1000,13,"Same length",80,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,11,G11,CA,Male,18,[18],Ambidextrous,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,11,G11,CA,Female,17,[17],Right-Handed,157.5,23.5,,1,Bus,35,1,50,Other,1000,900,850,900,400,700,23.5,"Same length",73,74,"Ring finger",03.Mar,1.Winter,No,Yes,Pizza/Pasta,Water,Art,6,9,3,"Yes - broadband connection","In person",10,10,8,4,18,4,2,0,3,10,14,4,0,6,"4.A lot","5.Graduate degree","Heavy metal",Invisibility,Rich,Other,"Wildlife, animals"
2020,y2020,12,G12,CA,Female,16,[16],Right-Handed,161,24,163,2,Car,27,0,34,Tennis,642,112,711,722,652,652,24,"Same length",75,72,"Index finger",03.Mar,4.Fall,No,No,Breads/Sandwiches,"Energy drink",Science,5,6,3,"Yes - broadband connection","Text messaging",13,32,0,1,20,4,4,0,1,2,,5,12,4,"2.Very little","5.Graduate degree","Rock and roll",Telepathy,Happy,Friend,Health
2016,y2016,12,G12,CA,Female,17,[17],Left-Handed,157,22,159,2,Car,18,,,Other,100,800,800,900,600,700,23,,72,85,"Ring finger",03.Mar,4.Fall,Yes,No,Seafood,Water,Music,6,8,3,"Yes - other","Text messaging",10,10,3,4,3,2,5,1,1,2,1,2,0,1,3.Some,"5.Graduate degree",Jazz,Fly,Happy,"Coach or club leader","Arts, culture, sports"
2020,y2020,12,G12,CA,Female,17,[17],Right-Handed,163.8,24,,2,Bus,,0,38,Dancing,100,90,100,100,40,50,24,"Same length",,65,"Index finger",08.Aug,1.Winter,No,No,Fruit,Water,English,,,,"Yes - broadband connection","Text messaging",100,100,0,0,10,15,0,0,12,24,25,10,35,15,3.Some,"5.Graduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
2017,y2017,7,G07,CA,Female,13,[13],Ambidextrous,140,24,153,2,Bus,25,0,,Soccer,872,610,1000,904,545,936,24,"Same length",70,70,"Same length",12.Dec,1.Winter,No,No,Pizza/Pasta,Water,"Physical education",7,10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,40,9,3,10,2,2,0,20,0,2,4,0,5,"2.Very little","5.Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Musician or singer","Education/Youth development"
2018,y2018,12,G12,CA,Male,17,[17],Ambidextrous,180,26.67,180,3,Car,6,0,40,"Football (American)",1000,1000,1000,1000,500,800,26.67,"Same length",70,80,"Ring finger",05.May,1.Winter,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6,9,6,"Yes - broadband connection","Text messaging",70,102,15,6,3,2,12,2,15,18,8,0,0,2,"4.A lot","5.Graduate degree",Gospel,"Freeze time",Rich,Other,Religious
2016,y2016,7,G07,CA,Female,12,[12],Right-Handed,158,23,145,1,Car,15,0,56,Swimming,1000,310,610,455,251,251,24,"Left foot",66,65,"Index finger",03.Mar,4.Fall,Yes,No,Fruit,Juice,Science,9,7,5,"Yes - broadband connection","Text messaging",2,4,7,0,2,30,4,8,0,1,12,2,0,1,"2.Very little","5.Graduate degree","Rock and roll","Freeze time",Rich,Other,"Wildlife, animals"
2019,y2019,12,G12,CA,Female,18,[18],Right-Handed,160,15,161,2,Car,15,0,33,Other,2,800,1000,1000,6,1000,15,"Left foot",75,76,"Index finger",06.Jun,4.Fall,Yes,No,"No favorite",Water,Science,7,8,1,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,6,2,10,1,0,1,20,10,40,0,0,5,"4.A lot","4.Undergraduate degree",Pop,"Freeze time",Healthy,Relative,Environment
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,162.56,,167.64,1,Bus,40,,,Dancing,3,6,2,4,5,1,10,"Left foot",,,"Index finger",05.May,2.Spring,No,No,Pizza/Pasta,Tea,English,6,9,5,"Yes - dial-up connection","In person",1,3,5,1,10,20,0,1,20,1,2,30,0,7,"4.A lot","5.Graduate degree",Pop,Telepathy,Famous,Politician,Religious
2015,y2015,6,G06,CA,Male,12,[12],Left-Handed,150,24,148,2,Car,6,0,54,"Football (American)",439,481,428,396,380,567,24,"Same length",70,80,"Ring finger",03.Mar,1.Winter,No,No,Pizza/Pasta,"Sports drink","Physical education",8.3,13,5,"Yes - broadband connection","Text messaging",32,36,2,1,1,4,10,1,3,7,6,7,0,1,3.Some,"5.Graduate degree","Rap/Hip hop","Super strength",Rich,Friend,Health
